Year,Quarter,State,Insurance_count,Insurance_amount
2021,2,gujarat,14676,10263998.0
2021,2,sikkim,93,122064.0
2021,2,nagaland,85,139479.0
2021,2,mizoram,187,124805.0
2021,2,chhattisgarh,5055,3813417.0
2021,2,jammu & kashmir,1197,1832089.0
2021,2,goa,1016,1028339.0
2021,2,arunachal pradesh,204,224928.0
2021,2,delhi,13292,10840929.0
2021,2,uttarakhand,2742,3265717.0
2021,3,puducherry,561,556442.0
2021,3,tamil nadu,23107,23402918.0
2021,3,uttar pradesh,32799,32641118.0
2021,3,madhya pradesh,11990,7806258.0
2021,3,andhra pradesh,23075,19914338.0
2021,3,tripura,494,649961.0
2021,3,lakshadweep,19,16034.0
2021,3,manipur,111,133016.0
2021,3,maharashtra,52268,41313307.0
2021,3,dadra & nagar haveli & daman & diu,360,273596.0
2021,3,meghalaya,139,214554.0
2021,3,andaman & nicobar islands,230,305235.0
2021,3,haryana,14163,13215898.0
2021,3,rajasthan,16643,12793862.0
2021,3,ladakh,192,174052.0
2021,3,punjab,4887,5271559.0
2021,3,assam,4495,6010865.0
2021,3,jharkhand,6794,7046048.0
2021,3,odisha,7967,6008686.0
2021,3,bihar,18030,18234941.0
2021,3,kerala,10926,13255646.0
2021,3,karnataka,47468,48078366.0
2021,3,chandigarh,494,469634.0
2021,3,telangana,27080,20925217.0
2021,3,himachal pradesh,1759,2444545.0
2021,3,west bengal,24839,21424337.0
2021,3,gujarat,15348,12341903.0
2021,3,sikkim,106,140552.0
2021,3,nagaland,91,123643.0
2021,3,mizoram,81,83641.0
2021,3,chhattisgarh,4676,3568837.0
2021,3,jammu & kashmir,1452,2139133.0
2021,3,goa,1214,1385986.0
2021,3,arunachal pradesh,212,371051.0
2021,3,delhi,16679,15007079.0
2021,3,uttarakhand,4111,4646571.0
2021,4,puducherry,786,946607.0
2021,4,tamil nadu,33037,42184290.0
2021,4,uttar pradesh,44132,59654951.0
2021,4,madhya pradesh,15069,17524432.0
2021,4,andhra pradesh,25423,31610335.0
2021,4,tripura,702,1022508.0
2021,4,lakshadweep,11,17096.0
2021,4,manipur,145,271789.0
2021,4,maharashtra,82423,93262227.0
2021,4,dadra & nagar haveli & daman & diu,421,425384.0
2021,4,meghalaya,263,451612.0
2021,4,andaman & nicobar islands,757,1056380.0
2021,4,haryana,19489,25885838.0
2021,4,rajasthan,19375,24455262.0
2021,4,ladakh,76,195966.0
2021,4,punjab,6638,9912828.0
2021,4,assam,8622,13962068.0
2021,4,jharkhand,8465,11190423.0
2021,4,odisha,9093,10941626.0
2021,4,bihar,22456,27313813.0
2021,4,kerala,19199,31260319.0
2021,4,karnataka,74436,90723288.0
2021,4,chandigarh,710,835813.0
2021,4,telangana,34848,38845492.0
2021,4,himachal pradesh,2474,4667661.0
2021,4,west bengal,26320,31282871.0
2021,4,gujarat,19142,23282921.0
2021,4,sikkim,195,503532.0
2021,4,nagaland,183,341424.0
2021,4,mizoram,100,175847.0
2021,4,chhattisgarh,6029,8229039.0
2021,4,jammu & kashmir,3113,5223317.0
2021,4,goa,2087,2737316.0
2021,4,arunachal pradesh,320,598459.0
2021,4,delhi,34251,36578331.0
2021,4,uttarakhand,5529,7849020.0
2021,1,puducherry,372,351827.0
2021,1,tamil nadu,14406,11180849.0
2021,1,uttar pradesh,24103,18027573.0
2021,1,madhya pradesh,14427,5567927.0
2021,1,andhra pradesh,22105,12749874.0
2021,1,tripura,360,191531.0
2021,1,lakshadweep,4,5225.0
2021,1,manipur,136,72254.0
2021,1,maharashtra,55792,33137753.0
2021,1,dadra & nagar haveli & daman & diu,467,285691.0
2021,1,meghalaya,107,128776.0
2021,1,andaman & nicobar islands,225,244266.0
2021,1,haryana,11038,7297880.0
2021,1,rajasthan,17800,8074225.0
2021,1,ladakh,32,34530.0
2021,1,punjab,3783,2558380.0
2021,1,assam,3167,2334419.0
2021,1,jharkhand,4879,3274851.0
2021,1,odisha,8236,4383330.0
2021,1,bihar,12554,8796619.0
2021,1,kerala,5731,5040506.0
2021,1,karnataka,37595,30183325.0
2021,1,chandigarh,338,238576.0
2021,1,telangana,28298,14810947.0
2021,1,himachal pradesh,1064,906492.0
2021,1,west bengal,15488,11172042.0
2021,1,gujarat,12673,7288104.0
2021,1,sikkim,122,111777.0
2021,1,nagaland,79,42973.0
2021,1,mizoram,415,302841.0
2021,1,chhattisgarh,4712,2620468.0
2021,1,jammu & kashmir,1105,1546288.0
2021,1,goa,879,827384.0
2021,1,arunachal pradesh,194,131611.0
2021,1,delhi,12822,9655261.0
2021,1,uttarakhand,2607,2719327.0
2020,2,puducherry,112,22251.0
2020,2,tamil nadu,5473,1075552.0
2020,2,uttar pradesh,9884,1912266.0
2020,2,madhya pradesh,6283,1198701.0
2020,2,andhra pradesh,22104,3982391.0
2020,2,tripura,88,22054.0
2020,2,manipur,55,12554.0
2020,2,maharashtra,39836,6879717.0
2020,2,dadra & nagar haveli & daman & diu,651,101029.0
2020,2,meghalaya,41,8829.0
2020,2,andaman & nicobar islands,6,1360.0
2020,2,haryana,6321,1179814.0
2020,2,rajasthan,5373,1095933.0
2020,2,ladakh,14,2538.0
2020,2,punjab,2036,399452.0
2020,2,assam,978,210034.0
2020,2,jharkhand,2063,405031.0
2020,2,odisha,2981,615193.0
2020,2,bihar,2816,595621.0
2020,2,kerala,1588,360216.0
2020,2,karnataka,27358,4794150.0
2020,2,chandigarh,149,29537.0
2020,2,telangana,19003,3419453.0
2020,2,himachal pradesh,392,77936.0
2020,2,west bengal,7619,1432764.0
2020,2,gujarat,7697,1430591.0
2020,2,sikkim,21,4789.0
2020,2,nagaland,41,9791.0
2020,2,mizoram,31,7322.0
2020,2,chhattisgarh,1346,279005.0
2020,2,jammu & kashmir,206,48484.0
2020,2,goa,341,71100.0
2020,2,arunachal pradesh,65,14329.0
2020,2,delhi,11716,1897480.0
2020,2,uttarakhand,660,134899.0
2020,3,puducherry,191,58399.0
2020,3,tamil nadu,8026,2257373.0
2020,3,uttar pradesh,18131,4436969.0
2020,3,madhya pradesh,14476,3496126.0
2020,3,andhra pradesh,49812,12426481.0
2020,3,tripura,249,61642.0
2020,3,lakshadweep,4,1199.0
2020,3,manipur,134,45164.0
2020,3,maharashtra,71662,19230156.0
2020,3,dadra & nagar haveli & daman & diu,257,65504.0
2020,3,meghalaya,112,33615.0
2020,3,andaman & nicobar islands,41,15380.0
2020,3,haryana,7139,1884868.0
2020,3,rajasthan,15235,3758527.0
2020,3,ladakh,33,10260.0
2020,3,punjab,2488,684753.0
2020,3,assam,2206,599450.0
2020,3,jharkhand,5368,1349934.0
2020,3,odisha,10955,2640191.0
2020,3,bihar,9733,2161102.0
2020,3,kerala,8811,2830361.0
2020,3,karnataka,53701,12407394.0
2020,3,chandigarh,264,70969.0
2020,3,telangana,34395,8406543.0
2020,3,himachal pradesh,531,165559.0
2020,3,west bengal,12596,2878482.0
2020,3,gujarat,12525,3335812.0
2020,3,sikkim,94,28000.0
2020,3,nagaland,89,20798.0
2020,3,mizoram,74,24691.0
2020,3,chhattisgarh,4702,1393656.0
2020,3,jammu & kashmir,441,133339.0
2020,3,goa,683,196864.0
2020,3,arunachal pradesh,135,39687.0
2020,3,delhi,7588,1927285.0
2020,3,uttarakhand,1403,418543.0
2020,4,puducherry,234,197955.0
2020,4,tamil nadu,10290,8993575.0
2020,4,uttar pradesh,17470,14180417.0
2020,4,madhya pradesh,10653,4897124.0
2020,4,andhra pradesh,21464,12985632.0
2020,4,tripura,244,149765.0
2020,4,manipur,90,49057.0
2020,4,maharashtra,44798,27113814.0
2020,4,dadra & nagar haveli & daman & diu,232,149513.0
2020,4,meghalaya,92,71029.0
2020,4,andaman & nicobar islands,124,157975.0
2020,4,haryana,8283,5974278.0
2020,4,rajasthan,12509,6471573.0
2020,4,ladakh,27,34206.0
2020,4,punjab,2451,1884291.0
2020,4,assam,2413,1806801.0
2020,4,jharkhand,3659,2857024.0
2020,4,odisha,7526,4208701.0
2020,4,bihar,9913,7860932.0
2020,4,kerala,5479,4445525.0
2020,4,karnataka,31747,26814968.0
2020,4,chandigarh,200,153341.0
2020,4,telangana,20961,11339099.0
2020,4,himachal pradesh,710,630966.0
2020,4,west bengal,10233,7510455.0
2020,4,gujarat,9990,6055037.0
2020,4,sikkim,67,70214.0
2020,4,nagaland,62,38836.0
2020,4,mizoram,81,119124.0
2020,4,chhattisgarh,3757,2249901.0
2020,4,jammu & kashmir,647,734861.0
2020,4,goa,614,682364.0
2020,4,arunachal pradesh,125,84247.0
2020,4,delhi,9725,8045442.0
2020,4,uttarakhand,1756,1961891.0
2024,2,puducherry,2304,3322997.0
2024,2,tamil nadu,97348,135972378.0
2024,2,uttar pradesh,92458,159894258.0
2024,2,madhya pradesh,41429,73836667.0
2024,2,andhra pradesh,42547,62948281.0
2024,2,tripura,2188,2869489.0
2024,2,lakshadweep,26,33630.0
2024,2,manipur,346,647411.0
2024,2,maharashtra,118933,198945046.0
2024,2,dadra & nagar haveli & daman & diu,1008,1367259.0
2024,2,meghalaya,1235,2318007.0
2024,2,andaman & nicobar islands,1097,1744694.0
2024,2,haryana,46085,74779879.0
2024,2,rajasthan,55241,95504657.0
2024,2,ladakh,415,964349.0
2024,2,punjab,14129,27164397.0
2024,2,assam,22368,34796603.0
2024,2,jharkhand,22224,32245129.0
2024,2,odisha,24579,36840474.0
2024,2,bihar,49101,65285065.0
2024,2,kerala,65271,108142369.0
2024,2,karnataka,142599,239304982.0
2024,2,chandigarh,1798,3177315.0
2024,2,telangana,56941,96037304.0
2024,2,himachal pradesh,5194,10008705.0
2024,2,west bengal,67048,89476633.0
2024,2,gujarat,44007,63866463.0
2024,2,sikkim,685,1590554.0
2024,2,nagaland,418,685292.0
2024,2,mizoram,214,331455.0
2024,2,chhattisgarh,15724,25935743.0
2024,2,jammu & kashmir,7397,14237707.0
2024,2,goa,5021,7178558.0
2024,2,arunachal pradesh,1147,2353015.0
2024,2,delhi,46189,68046072.0
2024,2,uttarakhand,10311,17754447.0
2024,3,puducherry,2600,3968523.0
2024,3,tamil nadu,116867,162128271.0
2024,3,uttar pradesh,92930,157303596.0
2024,3,madhya pradesh,43248,77995668.0
2024,3,andhra pradesh,48014,73915199.0
2024,3,tripura,2516,3323343.0
2024,3,lakshadweep,49,55312.0
2024,3,manipur,285,587893.0
2024,3,maharashtra,119776,201319952.0
2024,3,dadra & nagar haveli & daman & diu,1052,1602869.0
2024,3,meghalaya,1140,2443878.0
2024,3,andaman & nicobar islands,1191,1752800.0
2024,3,haryana,49735,79198642.0
2024,3,rajasthan,64533,108827800.0
2024,3,ladakh,446,978637.0
2024,3,punjab,15509,30111034.0
2024,3,assam,17633,31388971.0
2024,3,jharkhand,23629,34353146.0
2024,3,odisha,26524,40608651.0
2024,3,bihar,44745,62777286.0
2024,3,kerala,79123,131721699.0
2024,3,karnataka,174990,287393291.0
2024,3,chandigarh,1991,3445738.0
2024,3,telangana,64873,110715264.0
2024,3,himachal pradesh,5272,10538999.0
2024,3,west bengal,77158,107451766.0
2024,3,gujarat,46763,70950327.0
2024,3,sikkim,461,1029398.0
2024,3,nagaland,410,820539.0
2024,3,mizoram,186,275746.0
2024,3,chhattisgarh,16550,27724060.0
2024,3,jammu & kashmir,7597,15554635.0
2024,3,goa,5354,8051690.0
2024,3,arunachal pradesh,842,1951385.0
2024,3,delhi,49150,71139489.0
2024,3,uttarakhand,10487,17860144.0
2024,4,puducherry,2838,3896033.0
2024,4,tamil nadu,127002,173784251.0
2024,4,uttar pradesh,116589,199179867.0
2024,4,madhya pradesh,59688,101096769.0
2024,4,andhra pradesh,61425,80028914.0
2024,4,tripura,2794,3765732.0
2024,4,lakshadweep,159,185542.0
2024,4,manipur,405,826159.0
2024,4,maharashtra,168078,266942711.0
2024,4,dadra & nagar haveli & daman & diu,1503,2292529.0
2024,4,meghalaya,1313,2493656.0
2024,4,andaman & nicobar islands,1293,2026380.0
2024,4,haryana,58808,94316512.0
2024,4,rajasthan,73530,127930986.0
2024,4,ladakh,429,970334.0
2024,4,punjab,16279,31878987.0
2024,4,assam,21805,35336229.0
2024,4,jharkhand,29079,42253614.0
2024,4,odisha,33165,46973224.0
2024,4,bihar,62662,83739800.0
2024,4,kerala,89533,144083113.0
2024,4,karnataka,183532,305861806.0
2024,4,chandigarh,2095,3729932.0
2024,4,telangana,78498,124755619.0
2024,4,himachal pradesh,6697,14090523.0
2024,4,west bengal,91719,120602777.0
2024,4,gujarat,62526,91858105.0
2024,4,sikkim,599,1381680.0
2024,4,nagaland,568,1168417.0
2024,4,mizoram,489,811687.0
2024,4,chhattisgarh,22723,37421165.0
2024,4,jammu & kashmir,8893,18252110.0
2024,4,goa,6662,9903374.0
2024,4,arunachal pradesh,999,2359472.0
2024,4,delhi,67962,94390728.0
2024,4,uttarakhand,13090,23367549.0
2024,1,puducherry,2702,3793554.0
2024,1,tamil nadu,111521,148976175.0
2024,1,uttar pradesh,103701,176442664.0
2024,1,madhya pradesh,51223,85215982.0
2024,1,andhra pradesh,46582,63563802.0
2024,1,tripura,2637,3417568.0
2024,1,lakshadweep,15,12935.0
2024,1,manipur,385,685052.0
2024,1,maharashtra,149016,224725389.0
2024,1,dadra & nagar haveli & daman & diu,1295,1908509.0
2024,1,meghalaya,1030,1987107.0
2024,1,andaman & nicobar islands,1371,1964556.0
2024,1,haryana,50391,81816509.0
2024,1,rajasthan,59127,102926410.0
2024,1,ladakh,291,614435.0
2024,1,punjab,14729,28213940.0
2024,1,assam,33097,48107248.0
2024,1,jharkhand,24824,34332990.0
2024,1,odisha,27977,40032495.0
2024,1,bihar,51592,63844442.0
2024,1,kerala,73106,115101791.0
2024,1,karnataka,169357,264708700.0
2024,1,chandigarh,1730,3143984.0
2024,1,telangana,67388,105607539.0
2024,1,himachal pradesh,5430,10433254.0
2024,1,west bengal,79576,104987909.0
2024,1,gujarat,44665,62633910.0
2024,1,sikkim,400,880182.0
2024,1,nagaland,526,925684.0
2024,1,mizoram,277,427693.0
2024,1,chhattisgarh,19579,30083259.0
2024,1,jammu & kashmir,7313,14695182.0
2024,1,goa,5225,7528093.0
2024,1,arunachal pradesh,1100,2419700.0
2024,1,delhi,53050,76232346.0
2024,1,uttarakhand,11533,19531483.0
2022,2,puducherry,1156,1597786.0
2022,2,tamil nadu,46714,61835120.0
2022,2,uttar pradesh,55133,77434953.0
2022,2,madhya pradesh,14629,20159098.0
2022,2,andhra pradesh,32185,41708072.0
2022,2,tripura,1021,1509105.0
2022,2,lakshadweep,18,27463.0
2022,2,manipur,218,553649.0
2022,2,maharashtra,80935,104603934.0
2022,2,dadra & nagar haveli & daman & diu,438,686857.0
2022,2,meghalaya,379,789094.0
2022,2,andaman & nicobar islands,501,779740.0
2022,2,haryana,25352,33759068.0
2022,2,rajasthan,24333,33748931.0
2022,2,ladakh,113,269446.0
2022,2,punjab,9175,15465367.0
2022,2,assam,9228,15357811.0
2022,2,jharkhand,9477,13464840.0
2022,2,odisha,12371,16631095.0
2022,2,bihar,21892,28212833.0
2022,2,kerala,35667,59920203.0
2022,2,karnataka,93385,123228632.0
2022,2,chandigarh,1330,1874959.0
2022,2,telangana,45600,58056956.0
2022,2,himachal pradesh,2831,5371078.0
2022,2,west bengal,33542,41737021.0
2022,2,gujarat,25381,32090965.0
2022,2,sikkim,160,383709.0
2022,2,nagaland,186,380878.0
2022,2,mizoram,76,115090.0
2022,2,chhattisgarh,7008,10119964.0
2022,2,jammu & kashmir,4071,7729792.0
2022,2,goa,3524,5093510.0
2022,2,arunachal pradesh,564,1360231.0
2022,2,delhi,26378,31787281.0
2022,2,uttarakhand,5773,9168313.0
2022,3,puducherry,1585,2025529.0
2022,3,tamil nadu,64356,79747520.0
2022,3,uttar pradesh,64514,87703512.0
2022,3,madhya pradesh,22733,29185118.0
2022,3,andhra pradesh,39301,48791931.0
2022,3,tripura,1590,2105984.0
2022,3,lakshadweep,38,41504.0
2022,3,manipur,200,403213.0
2022,3,maharashtra,90958,113835208.0
2022,3,dadra & nagar haveli & daman & diu,707,983776.0
2022,3,meghalaya,600,1039491.0
2022,3,andaman & nicobar islands,643,902466.0
2022,3,haryana,35346,45402800.0
2022,3,rajasthan,33975,45565544.0
2022,3,ladakh,137,369742.0
2022,3,punjab,12370,19381895.0
2022,3,assam,14149,22543564.0
2022,3,jharkhand,14388,18156857.0
2022,3,odisha,18898,23308531.0
2022,3,bihar,28511,34704251.0
2022,3,kerala,54587,85390924.0
2022,3,karnataka,110273,144605784.0
2022,3,chandigarh,1533,1998439.0
2022,3,telangana,51465,64798126.0
2022,3,himachal pradesh,3641,6161692.0
2022,3,west bengal,47853,59092307.0
2022,3,gujarat,31302,37557227.0
2022,3,sikkim,243,474940.0
2022,3,nagaland,210,439669.0
2022,3,mizoram,310,471306.0
2022,3,chhattisgarh,8849,12119470.0
2022,3,jammu & kashmir,4794,8281826.0
2022,3,goa,3157,4142108.0
2022,3,arunachal pradesh,510,1300304.0
2022,3,delhi,35944,41570160.0
2022,3,uttarakhand,6784,10070172.0
2022,4,puducherry,2331,2693130.0
2022,4,tamil nadu,125491,146457790.0
2022,4,uttar pradesh,77022,116755813.0
2022,4,madhya pradesh,29234,42712883.0
2022,4,andhra pradesh,44329,58043239.0
2022,4,tripura,1508,2112534.0
2022,4,lakshadweep,15,27135.0
2022,4,manipur,271,620655.0
2022,4,maharashtra,125900,174915648.0
2022,4,dadra & nagar haveli & daman & diu,871,1272628.0
2022,4,meghalaya,627,1189529.0
2022,4,andaman & nicobar islands,901,1441210.0
2022,4,haryana,37971,56627115.0
2022,4,rajasthan,40926,60792838.0
2022,4,ladakh,162,410091.0
2022,4,punjab,12187,21727831.0
2022,4,assam,18826,29239168.0
2022,4,jharkhand,16779,23147805.0
2022,4,odisha,24538,33565401.0
2022,4,bihar,33895,43914519.0
2022,4,kerala,65563,103982997.0
2022,4,karnataka,133971,185063287.0
2022,4,chandigarh,1403,2024528.0
2022,4,telangana,64655,88544127.0
2022,4,himachal pradesh,4565,9060436.0
2022,4,west bengal,54277,70466433.0
2022,4,gujarat,36418,50629325.0
2022,4,sikkim,306,667214.0
2022,4,nagaland,367,700864.0
2022,4,mizoram,350,612551.0
2022,4,chhattisgarh,11994,18137856.0
2022,4,jammu & kashmir,5031,10111183.0
2022,4,goa,4388,6190669.0
2022,4,arunachal pradesh,613,1464572.0
2022,4,delhi,48908,60603173.0
2022,4,uttarakhand,8750,13817747.0
2022,1,puducherry,1199,1663404.0
2022,1,tamil nadu,47621,64969045.0
2022,1,uttar pradesh,45996,73014969.0
2022,1,madhya pradesh,13791,19901462.0
2022,1,andhra pradesh,29954,42648157.0
2022,1,tripura,907,1493401.0
2022,1,lakshadweep,27,34664.0
2022,1,manipur,177,517854.0
2022,1,maharashtra,88015,117411928.0
2022,1,dadra & nagar haveli & daman & diu,493,720741.0
2022,1,meghalaya,337,729211.0
2022,1,andaman & nicobar islands,768,1131287.0
2022,1,haryana,22783,32526943.0
2022,1,rajasthan,21517,31576932.0
2022,1,ladakh,75,193935.0
2022,1,punjab,7475,13155682.0
2022,1,assam,16230,27447766.0
2022,1,jharkhand,9373,13819466.0
2022,1,odisha,9627,14539309.0
2022,1,bihar,20253,27755736.0
2022,1,kerala,37110,64172190.0
2022,1,karnataka,95640,130733580.0
2022,1,chandigarh,792,1150932.0
2022,1,telangana,36325,51942016.0
2022,1,himachal pradesh,2768,5234739.0
2022,1,west bengal,38779,51160527.0
2022,1,gujarat,22221,29953433.0
2022,1,sikkim,239,685987.0
2022,1,nagaland,242,529223.0
2022,1,mizoram,85,189428.0
2022,1,chhattisgarh,6612,10139190.0
2022,1,jammu & kashmir,3584,7244267.0
2022,1,goa,2634,3865245.0
2022,1,arunachal pradesh,355,894107.0
2022,1,delhi,28232,35442069.0
2022,1,uttarakhand,5339,8824948.0
